[warn] --hard_sparse_forward enables sparse-z-as-x mode. This is NOT pure ELSA and is known to be worse at 80%+ sparsity. Consider dropping the flag.
====================================================================================================
Windowed ELSA / ELSA-L ADMM Sparsification
====================================================================================================
Model id             : mistralai/Mistral-7B-Instruct-v0.3
step=004125 pass=3/4 win=1/16 local=30/128 lm=2.66201 ppl~14.33 kd=0.8721 pen=6.58846e-03 lambda=5.750e-05 lr=3.827e-05 gnorm=7.000e-01 admm_rms=7.248e-04 upd_rms=2.184e-01 time=3.65s cuda=[alloc=20.02GB reserved=28.28GB max=30.56GB]
step=004126 pass=3/4 win=1/16 local=31/128 lm=2.31231 ppl~10.10 kd=0.7828 pen=6.59902e-03 lambda=5.750e-05 lr=3.827e-05 gnorm=7.000e-01 admm_rms=7.254e-04 upd_rms=2.178e-01 time=2.65s cuda=[alloc=20.02GB reserved=44.04GB max=30.56GB]
step=004127 pass=3/4 win=1/16 local=32/128 lm=2.62706 ppl~13.83 kd=0.8536 pen=6.60982e-03 lambda=5.750e-05 lr=3.826e-05 gnorm=7.000e-01 admm_rms=7.260e-04 upd_rms=2.160e-01 time=3.75s cuda=[alloc=20.02GB reserved=28.28GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.0.self_attn.q_proj: kept=2,682,661/16,777,216 sparsity=84.01% target=84.01% u_absmax=2.8904e-03 proj=fisher
    [2/14] model.layers.0.self_attn.k_proj: kept=913,187/4,194,304 sparsity=78.23% target=78.23% u_absmax=1.3263e-03 proj=fisher
    [3/14] model.layers.0.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.7976e-03 proj=fisher
    [4/14] model.layers.0.self_attn.o_proj: kept=4,459,167/16,777,216 sparsity=73.42% target=73.42% u_absmax=1.2872e-03 proj=fisher
    [5/14] model.layers.0.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3379e-03 proj=fisher
    [6/14] model.layers.0.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3418e-03 proj=fisher
    [7/14] model.layers.0.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=4.0293e-03 proj=fisher
    [8/14] model.layers.1.self_attn.q_proj: kept=3,802,830/16,777,216 sparsity=77.33% target=77.33% u_absmax=1.2287e-03 proj=fisher
    [9/14] model.layers.1.self_attn.k_proj: kept=878,013/4,194,304 sparsity=79.07% target=79.07% u_absmax=1.6591e-03 proj=fisher
    [10/14] model.layers.1.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=2.7622e-03 proj=fisher
    [11/14] model.layers.1.self_attn.o_proj: kept=4,697,620/16,777,216 sparsity=72.00% target=72.00% u_absmax=1.7858e-03 proj=fisher
    [12/14] model.layers.1.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3509e-03 proj=fisher
    [13/14] model.layers.1.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3558e-03 proj=fisher
    [14/14] model.layers.1.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=4.2229e-03 proj=fisher
  projection done: sparsity=77.18% mask_drift=1.518% elapsed=41s
step=004128 pass=3/4 win=1/16 local=33/128 lm=2.96252 ppl~19.35 kd=0.8617 pen=6.61961e-03 lambda=5.750e-05 lr=3.825e-05 gnorm=7.000e-01 admm_rms=7.265e-04 upd_rms=2.165e-01 time=2.55s cuda=[alloc=20.02GB reserved=40.64GB max=30.56GB]
step=004129 pass=3/4 win=1/16 local=34/128 lm=2.66618 ppl~14.38 kd=0.8302 pen=6.62588e-03 lambda=5.750e-05 lr=3.824e-05 gnorm=7.000e-01 admm_rms=7.269e-04 upd_rms=2.166e-01 time=3.54s cuda=[alloc=20.02GB reserved=26.25GB max=30.56GB]
step=004130 pass=3/4 win=1/16 local=35/128 lm=2.75907 ppl~15.79 kd=0.7857 pen=6.63252e-03 lambda=5.750e-05 lr=3.823e-05 gnorm=7.000e-01 admm_rms=7.272e-04 upd_rms=2.165e-01 time=2.97s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=004131 pass=3/4 win=1/16 local=36/128 lm=2.67827 ppl~14.56 kd=0.8524 pen=6.63952e-03 lambda=5.750e-05 lr=3.823e-05 gnorm=7.000e-01 admm_rms=7.276e-04 upd_rms=2.161e-01 time=3.56s cuda=[alloc=20.02GB reserved=26.25GB max=30.56GB]
step=004132 pass=3/4 win=1/16 local=37/128 lm=2.82287 ppl~16.83 kd=0.9523 pen=6.64700e-03 lambda=5.750e-05 lr=3.822e-05 gnorm=7.000e-01 admm_rms=7.280e-04 upd_rms=2.149e-01 time=3.02s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=004133 pass=3/4 win=1/16 local=38/128 lm=2.25399 ppl~9.53 kd=0.7988 pen=6.65516e-03 lambda=5.750e-05 lr=3.821e-05 gnorm=7.000e-01 admm_rms=7.285e-04 upd_rms=2.140e-01 time=3.59s cuda=[alloc=20.02GB reserved=26.25GB max=30.56GB]
step=004134 pass=3/4 win=1/16 local=39/128 lm=2.92027 ppl~18.55 kd=0.8437 pen=6.66386e-03 lambda=5.750e-05 lr=3.820e-05 gnorm=7.000e-01 admm_rms=7.289e-04 upd_rms=2.140e-01 time=3.02s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=004135 pass=3/4 win=1/16 local=40/128 lm=2.61985 ppl~13.73 kd=0.8929 pen=6.67263e-03 lambda=5.750e-05 lr=3.820e-05 gnorm=7.000e-01 admm_rms=7.294e-04 upd_rms=2.137e-01 time=3.59s cuda=[alloc=20.02GB reserved=26.25GB max=30.56GB]
step=004136 pass=3/4 win=1/16 local=41/128 lm=2.58028 ppl~13.20 kd=0.8329 pen=6.68166e-03 lambda=5.750e-05 lr=3.819e-05 gnorm=7.000e-01 admm_rms=7.299e-04 upd_rms=2.139e-01 time=3.05s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=004137 pass=3/4 win=1/16 local=42/128 lm=2.89244 ppl~18.04 kd=0.8594 pen=6.69071e-03 lambda=5.750e-05 lr=3.818e-05 gnorm=7.000e-01 admm_rms=7.304e-04 upd_rms=2.137e-01 time=3.61s cuda=[alloc=20.02GB reserved=26.25GB max=30.56GB]
step=004138 pass=3/4 win=1/16 local=43/128 lm=2.69370 ppl~14.79 kd=0.8228 pen=6.69997e-03 lambda=5.750e-05 lr=3.817e-05 gnorm=7.000e-01 admm_rms=7.309e-04 upd_rms=2.131e-01 time=3.06s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=004139 pass=3/4 win=1/16 local=44/128 lm=2.80053 ppl~16.45 kd=0.8229 pen=6.70960e-03 lambda=5.750e-05 lr=3.817e-05 gnorm=7.000e-01 admm_rms=7.314e-04 upd_rms=2.135e-01 time=3.63s cuda=[alloc=20.02GB reserved=26.25GB max=30.56GB]
step=004140 pass=3/4 win=1/16 local=45/128 lm=2.81902 ppl~16.76 kd=0.8597 pen=6.71905e-03 lambda=5.750e-05 lr=3.816e-05 gnorm=7.000e-01 admm_rms=7.320e-04 upd_rms=2.138e-01 time=3.03s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=004141 pass=3/4 win=1/16 local=46/128 lm=3.04140 ppl~20.93 kd=0.8970 pen=6.72842e-03 lambda=5.750e-05 lr=3.815e-05 gnorm=7.000e-01 admm_rms=7.325e-04 upd_rms=2.136e-01 time=3.64s cuda=[alloc=20.02GB reserved=26.25GB max=30.56GB]
step=004142 pass=3/4 win=1/16 local=47/128 lm=2.65791 ppl~14.27 kd=0.7786 pen=6.73795e-03 lambda=5.750e-05 lr=3.814e-05 gnorm=7.000e-01 admm_rms=7.330e-04 upd_rms=2.135e-01 time=3.06s cuda=[alloc=20.02GB reserved=46.89GB max=30.56GB]
step=004143 pass=3/4 win=1/16 local=48/128 lm=2.67123 ppl~14.46 kd=0.8029 pen=6.74757e-03 lambda=5.750e-05 lr=3.813e-05 gnorm=7.000e-01 admm_rms=7.335e-04 upd_rms=2.131e-01 time=3.64s cuda=[alloc=20.02GB reserved=26.25GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.0.self_attn.q_proj: kept=2,682,661/16,777,216 sparsity=84.01% target=84.01% u_absmax=2.8651e-03 proj=fisher
    [2/14] model.layers.0.self_attn.k_proj: kept=913,187/4,194,304 sparsity=78.23% target=78.23% u_absmax=1.3449e-03 proj=fisher
    [3/14] model.layers.0.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.8426e-03 proj=fisher
    [4/14] model.layers.0.self_attn.o_proj: kept=4,459,167/16,777,216 sparsity=73.42% target=73.42% u_absmax=1.4396e-03 proj=fisher
    [5/14] model.layers.0.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3582e-03 proj=fisher
    [6/14] model.layers.0.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3762e-03 proj=fisher
    [7/14] model.layers.0.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=4.1689e-03 proj=fisher
    [8/14] model.layers.1.self_attn.q_proj: kept=3,802,830/16,777,216 sparsity=77.33% target=77.33% u_absmax=1.2430e-03 proj=fisher
    [9/14] model.layers.1.self_attn.k_proj: kept=878,013/4,194,304 sparsity=79.07% target=79.07% u_absmax=1.6936e-03 proj=fisher
    [10/14] model.layers.1.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=2.9434e-03 proj=fisher
    [11/14] model.layers.1.self_attn.o_proj: kept=4,697,620/16,777,216 sparsity=72.00% target=72.00% u_absmax=2.0209e-03 proj=fisher
    [12/14] model.layers.1.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3785e-03 proj=fisher
    [13/14] model.layers.1.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3955e-03 proj=fisher
    [14/14] model.layers.1.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=4.2618e-03 proj=fisher
  projection done: sparsity=77.18% mask_drift=1.399% elapsed=42s
step=004144 pass=3/4 win=1/16 local=49/128 lm=2.65984 ppl~14.29 kd=0.8081 pen=6.76122e-03 lambda=5.750e-05 lr=3.813e-05 gnorm=7.000e-01 admm_rms=7.343e-04 upd_rms=2.124e-01 time=2.97s cuda=[alloc=20.02GB reserved=46.66GB max=30.56GB]
step=004145 pass=3/4 win=1/16 local=50/128 lm=2.53645 ppl~12.63 kd=0.7757 pen=6.76685e-03 lambda=5.750e-05 lr=3.812e-05 gnorm=7.000e-01 admm_rms=7.346e-04 upd_rms=2.129e-01 time=2.98s cuda=[alloc=20.02GB reserved=46.78GB max=30.56GB]
step=004146 pass=3/4 win=1/16 local=51/128 lm=2.55254 ppl~12.84 kd=0.7537 pen=6.77290e-03 lambda=5.750e-05 lr=3.811e-05 gnorm=7.000e-01 admm_rms=7.349e-04 upd_rms=2.119e-01 time=3.02s cuda=[alloc=20.02GB reserved=46.85GB max=30.56GB]
step=004147 pass=3/4 win=1/16 local=52/128 lm=2.54374 ppl~12.73 kd=0.7625 pen=6.77971e-03 lambda=5.750e-05 lr=3.810e-05 gnorm=7.000e-01 admm_rms=7.353e-04 upd_rms=2.116e-01 time=3.00s cuda=[alloc=20.02GB reserved=46.78GB max=30.56GB]
step=004148 pass=3/4 win=1/16 local=53/128 lm=2.61603 ppl~13.68 kd=0.7820 pen=6.78690e-03 lambda=5.750e-05 lr=3.810e-05 gnorm=7.000e-01 admm_rms=7.356e-04 upd_rms=2.115e-01 time=3.03s cuda=[alloc=20.02GB reserved=46.85GB max=30.56GB]
step=004149 pass=3/4 win=1/16 local=54/128 lm=2.85314 ppl~17.34 kd=0.8432 pen=6.79453e-03 lambda=5.750e-05 lr=3.809e-05 gnorm=7.000e-01 admm_rms=7.361e-04 upd_rms=2.096e-01 time=3.00s cuda=[alloc=20.02GB reserved=46.78GB max=30.56GB]
step=004150 pass=3/4 win=1/16 local=55/128 lm=2.72269 ppl~15.22 kd=0.7717 pen=6.80341e-03 lambda=5.750e-05 lr=3.808e-05 gnorm=7.000e-01 admm_rms=7.365e-04 upd_rms=2.104e-01 time=3.03s cuda=[alloc=20.02GB reserved=46.85GB max=30.56GB]
step=004151 pass=3/4 win=1/16 local=56/128 lm=2.32575 ppl~10.23 kd=0.7411 pen=6.81215e-03 lambda=5.750e-05 lr=3.807e-05 gnorm=7.000e-01 admm_rms=7.370e-04 upd_rms=2.088e-01 time=3.03s cuda=[alloc=20.02GB reserved=46.78GB max=30.56GB]
step=004152 pass=3/4 win=1/16 local=57/128 lm=2.80123 ppl~16.46 kd=0.9246 pen=6.82144e-03 lambda=5.750e-05 lr=3.807e-05 gnorm=7.000e-01 admm_rms=7.375e-04 upd_rms=2.062e-01 time=3.06s cuda=[alloc=20.02GB reserved=46.85GB max=30.56GB]
step=004153 pass=3/4 win=1/16 local=58/128 lm=2.61651 ppl~13.69 kd=0.8380 pen=6.83154e-03 lambda=5.750e-05 lr=3.806e-05 gnorm=7.000e-01 admm_rms=7.381e-04 upd_rms=2.027e-01 time=3.05s cuda=[alloc=20.02GB reserved=46.78GB max=30.56GB]
step=004154 pass=3/4 win=1/16 local=59/128 lm=2.68897 ppl~14.72 kd=0.8532 pen=6.84273e-03 lambda=5.750e-05 lr=3.805e-05 gnorm=7.000e-01 admm_rms=7.387e-04 upd_rms=2.029e-01 time=3.07s cuda=[alloc=20.02GB reserved=46.85GB max=30.56GB]
step=004155 pass=3/4 win=1/16 local=60/128 lm=2.53587 ppl~12.63 kd=0.7662 pen=6.85363e-03 lambda=5.750e-05 lr=3.804e-05 gnorm=7.000e-01 admm_rms=7.393e-04 upd_rms=2.038e-01 time=3.05s cuda=[alloc=20.02GB reserved=46.78GB max=30.56GB]
step=004156 pass=3/4 win=1/16 local=61/128 lm=2.55351 ppl~12.85 kd=0.8126 pen=6.86412e-03 lambda=5.750e-05 lr=3.803e-05 gnorm=7.000e-01 admm_rms=7.398e-04 upd_rms=2.054e-01 time=3.07s cuda=[alloc=20.02GB reserved=46.85GB max=30.56GB]
step=004157 pass=3/4 win=1/16 local=62/128 lm=2.41058 ppl~11.14 kd=0.7931 pen=6.87410e-03 lambda=5.750e-05 lr=3.803e-05 gnorm=7.000e-01 admm_rms=7.404e-04 upd_rms=2.067e-01 time=3.05s cuda=[alloc=20.02GB reserved=46.78GB max=30.56GB]
step=004158 pass=3/4 win=1/16 local=63/128 lm=2.56021 ppl~12.94 kd=0.8348 pen=6.88369e-03 lambda=5.750e-05 lr=3.802e-05 gnorm=7.000e-01 admm_rms=7.409e-04 upd_rms=2.062e-01 time=3.07s cuda=[alloc=20.02GB reserved=46.85GB max=30.56GB]
step=004159 pass=3/4 win=1/16 local=64/128 lm=2.54896 ppl~12.79 kd=0.8072 pen=6.89352e-03 lambda=5.750e-05 lr=3.801e-05 gnorm=7.000e-01 admm_rms=7.414e-04 upd_rms=2.063e-01 time=3.06s cuda=[alloc=20.02GB reserved=46.78GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.0.self_attn.q_proj: kept=2,682,661/16,777,216 sparsity=84.01% target=84.01% u_absmax=2.8828e-03 proj=fisher
    [2/14] model.layers.0.self_attn.k_proj: kept=913,187/4,194,304 sparsity=78.23% target=78.23% u_absmax=1.3771e-03 proj=fisher
    [3/14] model.layers.0.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.8981e-03 proj=fisher
    [4/14] model.layers.0.self_attn.o_proj: kept=4,459,167/16,777,216 sparsity=73.42% target=73.42% u_absmax=1.5594e-03 proj=fisher
    [5/14] model.layers.0.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.3791e-03 proj=fisher
    [6/14] model.layers.0.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.4099e-03 proj=fisher
    [7/14] model.layers.0.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=4.2791e-03 proj=fisher
    [8/14] model.layers.1.self_attn.q_proj: kept=3,802,830/16,777,216 sparsity=77.33% target=77.33% u_absmax=1.2563e-03 proj=fisher
    [9/14] model.layers.1.self_attn.k_proj: kept=878,013/4,194,304 sparsity=79.07% target=79.07% u_absmax=1.7244e-03 proj=fisher
    [10/14] model.layers.1.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=3.0568e-03 proj=fisher
    [11/14] model.layers.1.self_attn.o_proj: kept=4,697,620/16,777,216 sparsity=72.00% target=72.00% u_absmax=2.1897e-03 proj=fisher
    [12/14] model.layers.1.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.4056e-03 proj=fisher
    [13/14] model.layers.1.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.4344e-03 proj=fisher
    [14/14] model.layers.1.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=4.2929e-03 proj=fisher
  projection done: sparsity=77.18% mask_drift=1.330% elapsed=42s
step=004160 pass=3/4 win=1/16 local=65/128 lm=2.62953 ppl~13.87 kd=0.7772 pen=6.89304e-03 lambda=5.750e-05 lr=3.800e-05 gnorm=7.000e-01 admm_rms=7.414e-04 upd_rms=2.078e-01 time=2.54s cuda=[alloc=20.02GB reserved=39.47GB max=30.56GB]
step=004161 pass=3/4 win=1/16 local=66/128 lm=2.45103 ppl~11.60 kd=0.7709 pen=6.89840e-03 lambda=5.750e-05 lr=3.800e-05 gnorm=7.000e-01 admm_rms=7.417e-04 upd_rms=2.075e-01 time=3.60s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004162 pass=3/4 win=1/16 local=67/128 lm=2.50174 ppl~12.20 kd=0.7988 pen=6.90443e-03 lambda=5.750e-05 lr=3.799e-05 gnorm=7.000e-01 admm_rms=7.420e-04 upd_rms=2.083e-01 time=3.04s cuda=[alloc=20.02GB reserved=46.76GB max=30.56GB]
step=004163 pass=3/4 win=1/16 local=68/128 lm=2.78607 ppl~16.22 kd=0.8764 pen=6.91080e-03 lambda=5.750e-05 lr=3.798e-05 gnorm=7.000e-01 admm_rms=7.423e-04 upd_rms=2.070e-01 time=3.62s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004164 pass=3/4 win=1/16 local=69/128 lm=2.81009 ppl~16.61 kd=0.8723 pen=6.91791e-03 lambda=5.750e-05 lr=3.797e-05 gnorm=7.000e-01 admm_rms=7.427e-04 upd_rms=2.062e-01 time=3.31s cuda=[alloc=20.02GB reserved=46.76GB max=30.56GB]
step=004165 pass=3/4 win=1/16 local=70/128 lm=2.48067 ppl~11.95 kd=0.7694 pen=6.92553e-03 lambda=5.750e-05 lr=3.797e-05 gnorm=7.000e-01 admm_rms=7.431e-04 upd_rms=2.069e-01 time=3.63s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004166 pass=3/4 win=1/16 local=71/128 lm=2.30791 ppl~10.05 kd=0.7724 pen=6.93321e-03 lambda=5.750e-05 lr=3.796e-05 gnorm=7.000e-01 admm_rms=7.435e-04 upd_rms=2.082e-01 time=3.05s cuda=[alloc=20.02GB reserved=46.76GB max=30.56GB]
step=004167 pass=3/4 win=1/16 local=72/128 lm=2.72164 ppl~15.21 kd=0.8592 pen=6.94083e-03 lambda=5.750e-05 lr=3.795e-05 gnorm=7.000e-01 admm_rms=7.439e-04 upd_rms=2.081e-01 time=3.64s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004168 pass=3/4 win=1/16 local=73/128 lm=2.49190 ppl~12.08 kd=0.7768 pen=6.94876e-03 lambda=5.750e-05 lr=3.794e-05 gnorm=7.000e-01 admm_rms=7.444e-04 upd_rms=2.079e-01 time=3.09s cuda=[alloc=20.02GB reserved=46.76GB max=30.56GB]
step=004169 pass=3/4 win=1/16 local=74/128 lm=2.87977 ppl~17.81 kd=0.8737 pen=6.95694e-03 lambda=5.750e-05 lr=3.793e-05 gnorm=7.000e-01 admm_rms=7.448e-04 upd_rms=2.075e-01 time=3.67s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004170 pass=3/4 win=1/16 local=75/128 lm=2.72215 ppl~15.21 kd=0.8640 pen=6.96547e-03 lambda=5.750e-05 lr=3.793e-05 gnorm=7.000e-01 admm_rms=7.453e-04 upd_rms=2.070e-01 time=3.09s cuda=[alloc=20.02GB reserved=46.76GB max=30.56GB]
step=004171 pass=3/4 win=1/16 local=76/128 lm=2.44986 ppl~11.59 kd=0.7627 pen=6.97426e-03 lambda=5.750e-05 lr=3.792e-05 gnorm=7.000e-01 admm_rms=7.457e-04 upd_rms=2.073e-01 time=3.68s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004172 pass=3/4 win=1/16 local=77/128 lm=2.49802 ppl~12.16 kd=0.8120 pen=6.98312e-03 lambda=5.750e-05 lr=3.791e-05 gnorm=7.000e-01 admm_rms=7.462e-04 upd_rms=2.067e-01 time=3.08s cuda=[alloc=20.02GB reserved=46.76GB max=30.56GB]
step=004173 pass=3/4 win=1/16 local=78/128 lm=2.69573 ppl~14.82 kd=0.8030 pen=6.99231e-03 lambda=5.750e-05 lr=3.790e-05 gnorm=7.000e-01 admm_rms=7.467e-04 upd_rms=2.058e-01 time=3.68s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]
step=004174 pass=3/4 win=1/16 local=79/128 lm=2.55637 ppl~12.89 kd=0.8109 pen=7.00181e-03 lambda=5.750e-05 lr=3.790e-05 gnorm=7.000e-01 admm_rms=7.472e-04 upd_rms=2.054e-01 time=3.12s cuda=[alloc=20.02GB reserved=46.76GB max=30.56GB]
step=004175 pass=3/4 win=1/16 local=80/128 lm=2.61320 ppl~13.64 kd=0.8158 pen=7.01141e-03 lambda=5.750e-05 lr=3.789e-05 gnorm=7.000e-01 admm_rms=7.477e-04 upd_rms=2.051e-01 time=3.69s cuda=[alloc=20.02GB reserved=26.99GB max=30.56GB]

  ADMM projection update...
    [1/14] model.layers.0.self_attn.q_proj: kept=2,682,661/16,777,216 sparsity=84.01% target=84.01% u_absmax=2.8584e-03 proj=fisher
    [2/14] model.layers.0.self_attn.k_proj: kept=913,187/4,194,304 sparsity=78.23% target=78.23% u_absmax=1.3925e-03 proj=fisher
    [3/14] model.layers.0.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=1.9199e-03 proj=fisher
    [4/14] model.layers.0.self_attn.o_proj: kept=4,459,167/16,777,216 sparsity=73.42% target=73.42% u_absmax=1.6840e-03 proj=fisher
    [5/14] model.layers.0.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.4031e-03 proj=fisher
    [6/14] model.layers.0.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.4517e-03 proj=fisher
    [7/14] model.layers.0.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=4.4167e-03 proj=fisher
    [8/14] model.layers.1.self_attn.q_proj: kept=3,802,830/16,777,216 sparsity=77.33% target=77.33% u_absmax=1.2692e-03 proj=fisher
    [9/14] model.layers.1.self_attn.k_proj: kept=878,013/4,194,304 sparsity=79.07% target=79.07% u_absmax=1.7518e-03 proj=fisher
    [10/14] model.layers.1.self_attn.v_proj: kept=545,260/4,194,304 sparsity=87.00% target=87.00% u_absmax=3.1648e-03 proj=fisher
    [11/14] model.layers.1.self_attn.o_proj: kept=4,697,620/16,777,216 sparsity=72.00% target=72.00% u_absmax=2.3543e-03 proj=fisher
    [12/14] model.layers.1.mlp.gate_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.4396e-03 proj=fisher
    [13/14] model.layers.1.mlp.up_proj: kept=16,441,672/58,720,256 sparsity=72.00% target=72.00% u_absmax=1.4876e-03 proj=fisher
    [14/14] model.layers.1.mlp.down_proj: kept=7,633,633/58,720,256 sparsity=87.00% target=87.00% u_absmax=4.3362e-03 proj=fisher
  projection done: sparsity=77.18% mask_drift=1.285% elapsed=41s
step=004176 pass=3/4 win=1/16 local=81/128 lm=2.46098 ppl~11.72 kd=0.7722 pen=7.02430e-03 lambda=5.750e-05 lr=3.788e-05 gnorm=7.000e-01 admm_rms=7.484e-04 upd_rms=2.057e-01 time=2.55s cuda=[alloc=20.02GB reserved=41.66GB max=30.56GB]
step=004177 pass=3/4 win=1/16 local=82/128 lm=2.49543 ppl~12.13 kd=0.7357 pen=7.02956e-03 lambda=5.750e-05 lr=3.787e-05 gnorm=7.000e-01 admm_rms=7.487e-04 upd_rms=2.060e-01 time=3.02s cuda=[alloc=20.02GB reserved=46.81GB max=30.56GB]
step=004178 pass=3/4 win=1/16 local=83/128 lm=2.81437 ppl~16.68 kd=0.8668 pen=7.03533e-03 lambda=5.750e-05 lr=3.787e-05 gnorm=7.000e-01 admm_rms=7.490e-04 upd_rms=2.053e-01 time=3.60s cuda=[alloc=20.02GB reserved=27.05GB max=30.56GB]
step=004179 pass=3/4 win=1/16 local=84/128 lm=2.54612 ppl~12.76 kd=0.8137 pen=7.04174e-03 lambda=5.750e-05 lr=3.786e-05 gnorm=7.000e-01 admm_rms=7.493e-04 upd_rms=2.047e-01 time=3.03s cuda=[alloc=20.02GB reserved=45.37GB max=30.56GB]
step=004180 pass=3/4 win=1/16 local=85/128 lm=2.30375 ppl~10.01 kd=0.7613 pen=7.04863e-03 lambda=5.750e-05 lr=3.785e-05 gnorm=7.000e-01 admm_rms=7.497e-04 upd_rms=2.044e-01 time=3.60s cuda=[alloc=20.02GB reserved=27.05GB max=30.56GB]
